Age,Gender,Education Level,Job Title,Years of Experience,Salary,Level
39.0,Female,PhD,Research Scientist,13.0,145000.0,Senior
26.0,Male,High School,Sales Associate,2.0,31000.0,Junior
33.0,Female,Master's,Software Engineer,8.0,105000.0,Senior
28.0,Male,Bachelor's,Data Analyst,3.0,52000.0,Junior
30.0,Female,Bachelor's,Marketing Manager,4.0,57000.0,Junior
36.0,Male,PhD,Research Scientist,11.0,135000.0,Senior
27.0,Female,Bachelor's,Software Engineer,2.0,48000.0,Junior
34.0,Male,Master's,Data Scientist,9.0,125000.0,Senior
32.0,Male,Bachelor's,Marketing Manager,6.0,72000.0,Junior
39.0,Female,PhD,Research Scientist,13.0,145000.0,Senior
26.0,Male,High School,Sales Associate,2.0,31000.0,Junior
33.0,Female,Master's,Software Engineer,8.0,105000.0,Senior
28.0,Male,Bachelor's,Data Analyst,3.0,52000.0,Junior
30.0,Female,Bachelor's,Marketing Manager,4.0,57000.0,Junior
36.0,Male,PhD,Research Scientist,11.0,135000.0,Senior
27.0,Female,Bachelor's,Software Engineer,2.0,48000.0,Junior
34.0,Male,Master's,Data Scientist,9.0,125000.0,Senior
32.0,Male,Bachelor's,Marketing Manager,6.0,72000.0,Junior
39.0,Female,PhD,Research Scientist,13.0,145000.0,Senior
26.0,Male,High School,Sales Associate,2.0,31000.0,Junior
33.0,Female,Master's,Software Engineer,8.0,105000.0,Senior
28.0,Male,Bachelor's,Data Analyst,3.0,52000.0,Junior
30.0,Female,Bachelor's,Marketing Manager,4.0,57000.0,Junior
36.0,Male,PhD,Research Scientist,11.0,135000.0,Senior
27.0,Female,Bachelor's,Software Engineer,2.0,48000.0,Junior
34.0,Male,Master's,Data Scientist,9.0,125000.0,Senior
32.0,Male,Bachelor's,Marketing Manager,6.0,72000.0,Junior
39.0,Female,PhD,Research Scientist,13.0,145000.0,Senior
26.0,Male,High School,Sales Associate,2.0,31000.0,Junior
33.0,Female,Master's,Software Engineer,8.0,105000.0,Senior
28.0,Male,Bachelor's,Data Analyst,3.0,52000.0,Junior
30.0,Female,Bachelor's,Marketing Manager,4.0,57000.0,Junior
36.0,Male,PhD,Research Scientist,11.0,135000.0,Senior
27.0,Female,Bachelor's,Software Engineer,2.0,48000.0,Junior
34.0,Male,Master's,Data Scientist,9.0,125000.0,Senior
32.0,Male,Bachelor's,Marketing Manager,6.0,72000.0,Junior
39.0,Female,PhD,Research Scientist,13.0,145000.0,Senior
26.0,Male,High School,Sales Associate,2.0,31000.0,Junior
33.0,Female,Master's,Software Engineer,8.0,105000.0,Senior
28.0,Male,Bachelor's,Data Analyst,3.0,52000.0,Junior
30.0,Female,Bachelor's,Marketing Manager,4.0,57000.0,Junior
36.0,Male,PhD,Research Scientist,11.0,135000.0,Senior
27.0,Female,Bachelor's,Software Engineer,2.0,48000.0,Junior
34.0,Male,Master's,Data Scientist,9.0,125000.0,Senior
32.0,Male,Bachelor's,Marketing Manager,6.0,72000.0,Junior
39.0,Female,PhD,Research Scientist,13.0,145000.0,Senior
26.0,Male,High School,Sales Associate,2.0,31000.0,Junior
33.0,Female,Master's,Software Engineer,8.0,105000.0,Senior
28.0,Male,Bachelor's,Data Analyst,3.0,52000.0,Junior
30.0,Female,Bachelor's,Marketing Manager,4.0,57000.0,Junior
36.0,Male,PhD,Research Scientist,11.0,135000.0,Senior
27.0,Female,Bachelor's,Software Engineer,2.0,48000.0,Junior
34.0,Male,Master's,Data Scientist,9.0,125000.0,Senior
32.0,Male,Bachelor's,Marketing Manager,6.0,72000.0,Junior
39.0,Female,PhD,Research Scientist,13.0,145000.0,Senior
26.0,Male,High School,Sales Associate,2.0,31000.0,Junior
33.0,Female,Master's,Software Engineer,8.0,105000.0,Senior
28.0,Male,Bachelor's,Data Analyst,3.0,52000.0,Junior
30.0,Female,Bachelor's,Marketing Manager,4.0,57000.0,Junior
36.0,Male,PhD,Research Scientist,11.0,135000.0,Senior
27.0,Female,Bachelor's,Software Engineer,2.0,48000.0,Junior
34.0,Male,Master's,Data Scientist,9.0,125000.0,Senior
32.0,Male,Bachelor's,Marketing Manager,6.0,72000.0,Junior
39.0,Female,PhD,Research Scientist,13.0,145000.0,Senior
26.0,Male,High School,Sales Associate,2.0,31000.0,Junior
33.0,Female,Master's,Software Engineer,8.0,105000.0,Senior
28.0,Male,Bachelor's,Data Analyst,3.0,52000.0,Junior
30.0,Female,Bachelor's,Marketing Manager,4.0,57000.0,Junior
36.0,Male,PhD,Research Scientist,11.0,135000.0,Senior
27.0,Female,Bachelor's,Software Engineer,2.0,48000.0,Junior
34.0,Male,Master's,Data Scientist,9.0,125000.0,Senior
32.0,Male,Bachelor's,Marketing Manager,6.0,72000.0,Junior
39.0,Female,PhD,Research Scientist,13.0,145000.0,Senior
26.0,Male,High School,Sales Associate,2.0,31000.0,Junior
33.0,Female,Master's,Software Engineer,8.0,105000.0,Senior
28.0,Male,Bachelor's,Data Analyst,3.0,52000.0,Junior
30.0,Female,Bachelor's,Marketing Manager,4.0,57000.0,Junior
36.0,Male,PhD,Research Scientist,11.0,135000.0,Senior
27.0,Female,Bachelor's,Software Engineer,2.0,48000.0,Junior
26.0,Male,Bachelor's,Product Marketing Manager,5.0,85000.0,Senior
21.0,Female,High School,Sales Representative,0.0,25000.0,Junior
26.0,Male,Bachelor's,Product Marketing Manager,5.0,85000.0,Senior
21.0,Female,High School,Sales Representative,0.0,25000.0,Junior
26.0,Male,Bachelor's,Product Marketing Manager,5.0,85000.0,Senior
21.0,Female,High School,Sales Representative,0.0,25000.0,Junior
26.0,Male,Bachelor's,Product Marketing Manager,5.0,85000.0,Senior
21.0,Female,High School,Sales Representative,0.0,25000.0,Junior
26.0,Male,Bachelor's,Product Marketing Manager,5.0,85000.0,Senior
21.0,Female,High School,Sales Representative,0.0,25000.0,Junior
26.0,Male,Bachelor's,Product Marketing Manager,5.0,85000.0,Senior
21.0,Female,High School,Sales Representative,0.0,25000.0,Junior
26.0,Male,Bachelor's,Product Marketing Manager,5.0,85000.0,Senior
21.0,Female,High School,Sales Representative,0.0,25000.0,Junior
26.0,Male,Bachelor's,Product Marketing Manager,5.0,85000.0,Senior
21.0,Female,High School,Sales Representative,0.0,25000.0,Junior
26.0,Male,Bachelor's,Product Marketing Manager,5.0,85000.0,Senior
21.0,Female,High School,Sales Representative,0.0,25000.0,Junior
26.0,Male,Bachelor's,Product Marketing Manager,5.0,85000.0,Senior
29.0,Male,Bachelor's,Product Marketing Manager,6.0,100000.0,Senior
26.0,Male,Bachelor's,Product Marketing Manager,5.0,85000.0,Senior
21.0,Female,High School,Sales Representative,0.0,25000.0,Junior
26.0,Male,Bachelor's,Product Marketing Manager,5.0,85000.0,Senior
21.0,Female,High School,Sales Representative,0.0,25000.0,Junior
26.0,Male,Bachelor's,Product Marketing Manager,5.0,85000.0,Senior
21.0,Female,High School,Sales Representative,0.0,25000.0,Junior
26.0,Male,Bachelor's,Product Marketing Manager,5.0,85000.0,Senior
21.0,Female,High School,Sales Representative,0.0,25000.0,Junior
26.0,Male,Bachelor's,Product Marketing Manager,5.0,85000.0,Senior
21.0,Female,High School,Sales Representative,0.0,25000.0,Junior
26.0,Male,Bachelor's,Product Marketing Manager,5.0,85000.0,Senior
21.0,Female,High School,Sales Representative,0.0,25000.0,Junior
26.0,Male,Bachelor's,Product Marketing Manager,5.0,85000.0,Senior
21.0,Female,High School,Sales Representative,0.0,25000.0,Junior
26.0,Male,Bachelor's,Product Marketing Manager,5.0,85000.0,Senior
21.0,Female,High School,Sales Representative,0.0,25000.0,Junior
26.0,Male,Bachelor's,Product Marketing Manager,5.0,85000.0,Senior
21.0,Female,High School,Sales Representative,0.0,25000.0,Junior
42.0,Male,Master's,Software Engineer,18.0,180000.0,Senior
25.0,Male,Bachelor's,Software Engineer,1.0,55000.0,Junior
25.0,Male,Bachelor's,Software Engineer,1.0,55000.0,Junior
42.0,Male,Master's,Software Engineer,18.0,180000.0,Senior
25.0,Male,Bachelor's,Software Engineer,1.0,55000.0,Junior
25.0,Male,Bachelor's,Software Engineer,1.0,55000.0,Junior
42.0,Male,Master's,Software Engineer,18.0,180000.0,Senior
25.0,Male,Bachelor's,Software Engineer,1.0,55000.0,Junior
25.0,Male,Bachelor's,Software Engineer,1.0,55000.0,Junior
42.0,Male,Master's,Software Engineer,18.0,180000.0,Senior
25.0,Male,Bachelor's,Software Engineer,1.0,55000.0,Junior
25.0,Male,Bachelor's,Software Engineer,1.0,55000.0,Junior
42.0,Male,Master's,Software Engineer,18.0,180000.0,Senior
43.0,Male,Master's,Software Engineer,19.0,185000.0,Senior
26.0,Male,Bachelor's,Software Engineer,1.0,55000.0,Junior
26.0,Male,Bachelor's,Software Engineer,1.0,55000.0,Junior
43.0,Male,Master's,Software Engineer,19.0,185000.0,Senior
26.0,Male,Bachelor's,Software Engineer,1.0,55000.0,Junior
26.0,Male,Bachelor's,Software Engineer,1.0,55000.0,Junior
43.0,Male,Master's,Software Engineer,19.0,185000.0,Senior
26.0,Male,Bachelor's,Software Engineer,1.0,55000.0,Junior
26.0,Male,Bachelor's,Software Engineer,1.0,55000.0,Junior
43.0,Male,Master's,Software Engineer,19.0,185000.0,Senior
26.0,Male,Bachelor's,Software Engineer,1.0,55000.0,Junior
26.0,Male,Bachelor's,Software Engineer,1.0,55000.0,Junior
43.0,Male,Master's,Software Engineer,19.0,185000.0,Senior
41.0,Male,Master's,Software Engineer,19.0,185000.0,Senior
27.0,Male,Bachelor's,Software Engineer,1.0,55000.0,Junior
27.0,Male,Bachelor's,Software Engineer,1.0,55000.0,Junior
41.0,Male,Master's,Software Engineer,19.0,185000.0,Senior
27.0,Male,Bachelor's,Software Engineer,1.0,55000.0,Junior
27.0,Male,Bachelor's,Software Engineer,1.0,55000.0,Junior
41.0,Male,Master's,Software Engineer,19.0,185000.0,Senior
27.0,Male,Bachelor's,Software Engineer,1.0,55000.0,Junior
27.0,Male,Bachelor's,Software Engineer,1.0,55000.0,Junior
41.0,Male,Master's,Software Engineer,19.0,185000.0,Senior
27.0,Male,Bachelor's,Software Engineer,1.0,55000.0,Junior
27.0,Male,Bachelor's,Software Engineer,1.0,55000.0,Junior
41.0,Male,Master's,Software Engineer,19.0,185000.0,Senior
50.0,Male,PhD,Product Marketing Manager,15.0,150000.0,Senior
35.0,Female,Bachelor's,Sales Representative,2.0,35000.0,Junior
47.0,Male,PhD,Product Marketing Manager,17.0,170000.0,Senior
32.0,Female,Bachelor's,Sales Representative,3.0,40000.0,Junior
46.0,Female,PhD,Product Marketing Manager,16.0,160000.0,Senior
33.0,Male,Bachelor's,Sales Representative,4.0,55000.0,Junior
50.0,Male,PhD,Product Marketing Manager,15.0,150000.0,Senior
36.0,Female,Bachelor's,Sales Representative,2.0,35000.0,Junior
33.0,Female,PhD,Product Marketing Manager,5.0,70000.0,Senior
28.0,Male,Bachelor's,Sales Representative,1.0,30000.0,Junior
47.0,Male,PhD,Product Marketing Manager,17.0,170000.0,Senior
31.0,Female,Bachelor's,Sales Representative,3.0,40000.0,Junior
35.0,Male,PhD,Product Marketing Manager,8.0,80000.0,Senior
47.0,Male,PhD,Product Marketing Manager,17.0,170000.0,Senior
31.0,Female,High School,Sales Representative,3.0,40000.0,Junior
48.0,Female,PhD,Product Marketing Manager,19.0,190000.0,Senior
31.0,Male,High School,Sales Representative,3.0,40000.0,Junior
50.0,Female,Master's,Product Marketing Manager,18.0,180000.0,Senior
36.0,Male,Bachelor's,Sales Representative,3.0,45000.0,Junior
35.0,Female,PhD,Product Marketing Manager,9.0,95000.0,Senior
48.0,Female,PhD,Product Marketing Manager,17.0,170000.0,Senior
35.0,Female,PhD,Product Marketing Manager,9.0,95000.0,Senior
48.0,Female,PhD,Product Marketing Manager,17.0,170000.0,Senior
35.0,Female,PhD,Product Marketing Manager,9.0,95000.0,Senior
48.0,Female,PhD,Product Marketing Manager,17.0,170000.0,Senior
35.0,Female,PhD,Product Marketing Manager,9.0,95000.0,Senior
48.0,Female,PhD,Product Marketing Manager,17.0,170000.0,Senior
35.0,Female,PhD,Product Marketing Manager,9.0,95000.0,Senior
48.0,Female,PhD,Product Marketing Manager,17.0,170000.0,Senior
35.0,Female,PhD,Product Marketing Manager,9.0,95000.0,Senior
31.0,Male,PhD,Product Marketing Manager,7.0,90000.0,Senior
48.0,Female,PhD,Product Marketing Manager,19.0,190000.0,Senior
31.0,Male,High School,Sales Representative,3.0,40000.0,Junior
50.0,Female,Master's,Product Marketing Manager,18.0,180000.0,Senior
36.0,Male,Bachelor's,Sales Representative,3.0,45000.0,Junior
35.0,Female,PhD,Product Marketing Manager,9.0,95000.0,Senior
48.0,Female,PhD,Product Marketing Manager,17.0,170000.0,Senior
35.0,Female,PhD,Product Marketing Manager,9.0,95000.0,Senior
48.0,Female,PhD,Product Marketing Manager,17.0,170000.0,Senior
35.0,Female,PhD,Product Marketing Manager,9.0,95000.0,Senior
48.0,Female,PhD,Product Marketing Manager,17.0,170000.0,Senior
35.0,Female,PhD,Product Marketing Manager,9.0,95000.0,Senior
48.0,Female,PhD,Product Marketing Manager,17.0,170000.0,Senior
35.0,Female,PhD,Product Marketing Manager,9.0,95000.0,Senior
48.0,Female,PhD,Product Marketing Manager,17.0,170000.0,Senior
35.0,Female,PhD,Product Marketing Manager,9.0,95000.0,Senior
48.0,Female,PhD,Product Marketing Manager,17.0,170000.0,Senior
32.0,Male,PhD,Product Marketing Manager,8.0,80000.0,Senior
49.0,Female,PhD,Product Marketing Manager,20.0,200000.0,Senior
32.0,Male,High School,Sales Representative,3.0,40000.0,Junior
51.0,Female,Master's,Product Marketing Manager,19.0,190000.0,Senior
37.0,Male,Bachelor's,Sales Representative,6.0,75000.0,Junior
36.0,Female,PhD,Product Marketing Manager,10.0,100000.0,Senior
49.0,Female,PhD,Product Marketing Manager,20.0,200000.0,Senior
32.0,Male,High School,Sales Representative,3.0,40000.0,Junior
51.0,Female,Master's,Product Marketing Manager,19.0,190000.0,Senior
37.0,Male,Bachelor's,Sales Representative,6.0,75000.0,Junior
36.0,Female,PhD,Product Marketing Manager,10.0,100000.0,Senior
49.0,Female,PhD,Product Marketing Manager,20.0,200000.0,Senior
32.0,Male,High School,Sales Representative,3.0,40000.0,Junior
51.0,Female,Master's,Product Marketing Manager,19.0,190000.0,Senior
37.0,Male,Bachelor's,Sales Representative,6.0,75000.0,Junior
36.0,Female,PhD,Product Marketing Manager,10.0,100000.0,Senior
49.0,Female,PhD,Product Marketing Manager,20.0,200000.0,Senior
32.0,Male,High School,Sales Representative,3.0,40000.0,Junior
51.0,Female,Master's,Product Marketing Manager,19.0,190000.0,Senior
37.0,Male,Bachelor's,Sales Representative,6.0,75000.0,Junior
